CÓDIGO PRESA	CODIGO PRESA EXTRAIDO	CODIGO ACTIVIDAD	CODIGO ACTIVIDAD EXTRAIDO	NOMBRE ACTIVIDAD	MANTENIMIENTO	PERIOCIDAD	PERSONAL	TIPO_EQUIPO	OkEliminar
CHG.E58 - DQC - OCV - OCV	CHG.E58	CHG.E58 - DQC - OCV - OCV	 DQC - OCV - OCV	DIQUES DE MATERIALES SUELTOS DE LA PRESA DE LOS MELONARES	LIMPIEZA VEGETACIÓN	07_ANUAL	EE	DIQUES	0
CHG.E58 - ECN - EXT - EXT03	CHG.E58	CHG.E58 - ECN - EXT - EXT03	 ECN - EXT - EXT03	EXTINTOR DE 6 KG POLVO  ABC EDIFICIO DE CONTROL (HALL DE ENTRADA )	REVISIÓN	07_ANUAL	EE	EXTINTOR	OK
CHG.E58 - ECN - EXT - EXT03	CHG.E58	CHG.E58 - ECN - EXT - EXT03	 ECN - EXT - EXT03	EXTINTOR DE 6 KG POLVO  ABC EDIFICIO DE CONTROL (HALL DE ENTRADA )	RETIMBRADO	09_QUINQUENAL	EE	EXTINTOR	0
CHG.E58 - ECN - IPE - CTR01	CHG.E58	CHG.E58 - ECN - IPE - CTR01	 ECN - IPE - CTR01	EQUIPAMIENTO DE ALARMA A LA POBLACIÓN DE LA PRESA DE LOS MELONARES	LIMPIEZA	05_TRIMESTRAL	PP	PE	0
CHG.E58 - ECN - IPE - CTR01	CHG.E58	CHG.E58 - ECN - IPE - CTR01	 ECN - IPE - CTR01	EQUIPAMIENTO DE ALARMA A LA POBLACIÓN DE LA PRESA DE LOS MELONARES	REVISIÓN	07_ANUAL	EE	PE	0
CHG.E58 - ECN - ISH - ISH	CHG.E58	CHG.E58 - ECN - ISH - ISH	 ECN - ISH - ISH	INSTRUMENTACIÓN INFORMACIÓN HIDROLÓGICA	LIMPIEZA	06_SEMESTRAL	PP	IIH	0
CHG.E58 - ECN - ISH - ISH	CHG.E58	CHG.E58 - ECN - ISH - ISH	 ECN - ISH - ISH	INSTRUMENTACIÓN INFORMACIÓN HIDROLÓGICA	REVISIÓN	06_ SEMESTRAL	PP	IIH	0
CHG.E58 - ECN - OCV - EDF00	CHG.E58	CHG.E58 - ECN - OCV - EDF00	 ECN - OCV - EDF00	EDIFICIO DE CONTROL Y EXPLOTACIÓN	LIMPIEZA	04_MENSUAL	PP	CASETA	OK
CHG.E58 - ECN - ØØØ - SEG	CHG.E58	CHG.E58 - ECN - ØØØ - SEG	 ECN - ØØØ - SEG	EQUIPAMIENTO CCTV E INTRUSISMO	VISUAL	01_DIARIO	PP	CÁMARA	OK
CHG.E58 - EDX01 - ØØØ - CMC02	CHG.E58	CHG.E58 - EDX01 - ØØØ - CMC02	 EDX01 - ØØØ - CMC02	CUADRO DE CONTROL Y MANIOBRAS (CCM) DE LA BOMBA Nº2	RATICIDA	05_TRIMESTRAL	PP	CUADRO	OK
CHG.E58 - EDX01 - ØØØ - CMC03	CHG.E58	CHG.E58 - EDX01 - ØØØ - CMC03	 EDX01 - ØØØ - CMC03	CUADRO DE CONTROL Y MANIOBRAS (CCM) DE LA BOMBA Nº3	RATICIDA	05_TRIMESTRAL	PP	CUADRO	OK
CHG.E58 - EDX01 - ØØØ - CMC01	CHG.E58	CHG.E58 - EDX01 - ØØØ - CMC01	 EDX01 - ØØØ - CMC01	CUADRO DE CONTROL Y MANIOBRAS (CCM) DE LA BOMBA Nº1	RATICIDA	05_TRIMESTRAL	PP	CUADRO	OK
CHG.E58 - EDX01 - ØØØ - CMC05	CHG.E58	CHG.E58 - EDX01 - ØØØ - CMC05	 EDX01 - ØØØ - CMC05	CUADRO DE CONTROL Y MANIOBRAS (CCM) DE LA BOMBA Nº5	RATICIDA	05_TRIMESTRAL	PP	CUADRO	OK
CHG.E58 - EDX01 - ØØØ - CMC06	CHG.E58	CHG.E58 - EDX01 - ØØØ - CMC06	 EDX01 - ØØØ - CMC06	CUADRO DE CONTROL Y MANIOBRAS (CCM) DE LA BOMBA Nº6	RATICIDA	05_TRIMESTRAL	PP	CUADRO	OK
CHG.E58 - EDX01 - ØØØ - CMC04	CHG.E58	CHG.E58 - EDX01 - ØØØ - CMC04	 EDX01 - ØØØ - CMC04	CUADRO DE CONTROL Y MANIOBRAS (CCM) DE LA BOMBA Nº4	RATICIDA	05_TRIMESTRAL	PP	CUADRO	OK
CHG.E58 - EDX01 - ØØØ - CMC07	CHG.E58	CHG.E58 - EDX01 - ØØØ - CMC07	 EDX01 - ØØØ - CMC07	CUADRO DE CONTROL Y MANIOBRA (CCM) DE LA COMPUERTA DEL BOMBEO	RATICIDA	05_TRIMESTRAL	PP	CUADRO	OK
CHG.E58 - EDX01 - ØØØ - CMC00	CHG.E58	CHG.E58 - EDX01 - ØØØ - CMC00	 EDX01 - ØØØ - CMC00	CUADRO DE CONTROL Y MANIOBRA (CCM) DE LA COMPUERTA DEL BOMBEO	RATICIDA	05_TRIMESTRAL	PP	CUADRO	OK
CHG.E58 - EDX01 - ØØØ - COM	CHG.E58	CHG.E58 - EDX01 - ØØØ - COM	 EDX01 - ØØØ - COM	EQUIPOS DE COMUNICACIÓN	REVISIÓN	07_ANUAL	PP	TLC	0
CHG.E58 - EDX01 - EXT - EXT08	CHG.E58	CHG.E58 - EDX01 - EXT - EXT08	 EDX01 - EXT - EXT08	EXTINTOR DE 5 KG CO2 89B EDIFICIO BOMBEO CT2 PTA. PRAL.	REVISIÓN	07_ANUAL	EE	EXTINTOR	OK
CHG.E58 - EDX01 - EXT - EXT08	CHG.E58	CHG.E58 - EDX01 - EXT - EXT08	 EDX01 - EXT - EXT08	EXTINTOR DE 5 KG CO2 89B EDIFICIO BOMBEO CT2 PTA. PRAL.	RETIMBRADO	09_QUINQUENAL	EE	EXTINTOR	0
CHG.E58 - EDX01 - EXT - EXT09	CHG.E58	CHG.E58 - EDX01 - EXT - EXT09	 EDX01 - EXT - EXT09	EXTINTOR DE 5 KG CO2 89B EDIFICIO BOMBEO CT2 PTA. TRASERA	REVISIÓN	07_ANUAL	EE	EXTINTOR	OK
CHG.E58 - EDX01 - EXT - EXT09	CHG.E58	CHG.E58 - EDX01 - EXT - EXT09	 EDX01 - EXT - EXT09	EXTINTOR DE 5 KG CO2 89B EDIFICIO BOMBEO CT2 PTA. TRASERA	RETIMBRADO	09_QUINQUENAL	EE	EXTINTOR	0
CHG.E58 - EDX01 - EXT - EXT10	CHG.E58	CHG.E58 - EDX01 - EXT - EXT10	 EDX01 - EXT - EXT10	 EXTINTOR DE 6 KG POLVO ABC EDIFICIO BOMBEO CT2 SALA CELDAS	REVISIÓN	07_ANUAL	EE	EXTINTOR	OK
CHG.E58 - EDX01 - EXT - EXT10	CHG.E58	CHG.E58 - EDX01 - EXT - EXT10	 EDX01 - EXT - EXT10	 EXTINTOR DE 6 KG POLVO ABC EDIFICIO BOMBEO CT2 SALA CELDAS	RETIMBRADO	09_QUINQUENAL	EE	EXTINTOR	0
CHG.E58 - EDX01 - ILU - ILU	CHG.E58	CHG.E58 - EDX01 - ILU - ILU	 EDX01 - ILU - ILU	ILUMINACIÓN EDIFICIO CONTROL DE BOMBEO	VISUAL	04_MENSUAL	PP	ILU	OK
CHG.E58 - EDX01 - OCV - EDF01	CHG.E58	CHG.E58 - EDX01 - OCV - EDF01	 EDX01 - OCV - EDF01	EDIFICIO CONTROL DE BOMBEO	LIMPIEZA	04_MENSUAL	PP	CASETA	OK
CHG.E58 - EDX01 - SEL - CDT	CHG.E58	CHG.E58 - EDX01 - SEL - CDT	 EDX01 - SEL - CDT	CELDAS DE MEDIA TENSIÓN CT2	REVISIÓN	08_TRIANUAL	OCA	MT	0
CHG.E58 - EDX01 - SEL - CGB	CHG.E58	CHG.E58 - EDX01 - SEL - CGB	 EDX01 - SEL - CGB	CUADROS GENERALES DE BAJA TENSIÓN DEL CDT Nº2	REVISIÓN	09_QUINQUENAL	OCA	BT	0
CHG.E58 - EDX01 - SEL - LAT	CHG.E58	CHG.E58 - EDX01 - SEL - LAT	 EDX01 - SEL - LAT	LÍNEA DE ALTA TENSIÓN DE ALIMENTACIÓN AL CENTRO DE TRANSFORMACIÓN Nº 2	REVISIÓN	08_TRIANUAL	OCA	MT	0
CHG.E58 - EDX02 - EXT - EXT25	CHG.E58	CHG.E58 - EDX02 - EXT - EXT25	 EDX02 - EXT - EXT25	EXTINTOR DE 2 KG CO2 34B REMOTA Nº2 CANTILLANA	REVISIÓN	07_ANUAL	EE	EXTINTOR	OK
CHG.E58 - EDX02 - EXT - EXT25	CHG.E58	CHG.E58 - EDX02 - EXT - EXT25	 EDX02 - EXT - EXT25	EXTINTOR DE 2 KG CO2 34B REMOTA Nº2 CANTILLANA	RETIMBRADO	09_QUINQUENAL	EE	EXTINTOR	0
CHG.E58 - EDX02 - IPE - CTR02	CHG.E58	CHG.E58 - EDX02 - IPE - CTR02	 EDX02 - IPE - CTR02	EQUIPAMIENTO DE ALARMA A LA POBLACIÓN DE LA PRESA DE LOS MELONARES	LIMPIEZA	05_TRIMESTRAL	PP	PE	0
CHG.E58 - EDX02 - IPE - EDF02	CHG.E58	CHG.E58 - EDX02 - IPE - EDF02	 EDX02 - IPE - EDF02	CASETA REMOTA Nº2 CANTILLANA	LIMPIEZA	05_TRIMESTRAL	PP	CASETA	OK
CHG.E58 - EDX03 - EXT - EXT26	CHG.E58	CHG.E58 - EDX03 - EXT - EXT26	 EDX03 - EXT - EXT26	EXTINTOR DE 2 KG CO2 34B REMOTA Nº3 BRENES	REVISIÓN	07_ANUAL	EE	EXTINTOR	OK
CHG.E58 - EDX03 - EXT - EXT26	CHG.E58	CHG.E58 - EDX03 - EXT - EXT26	 EDX03 - EXT - EXT26	EXTINTOR DE 2 KG CO2 34B REMOTA Nº3 BRENES	RETIMBRADO	09_QUINQUENAL	EE	EXTINTOR	0
CHG.E58 - EDX03 - IPE - CTR03	CHG.E58	CHG.E58 - EDX03 - IPE - CTR03	 EDX03 - IPE - CTR03	EQUIPAMIENTO DE ALARMA A LA POBLACIÓN DE LA PRESA DE LOS MELONARES	LIMPIEZA	05_TRIMESTRAL	PP	PE	0
CHG.E58 - EDX03 - IPE - EDF03	CHG.E58	CHG.E58 - EDX03 - IPE - EDF03	 EDX03 - IPE - EDF03	CASETA REMOTA Nº3 BRENES	RATICIDA	05_TRIMESTRAL	PP	CASETA	OK
CHG.E58 - EDX03 - IPE - EDF03	CHG.E58	CHG.E58 - EDX03 - IPE - EDF03	 EDX03 - IPE - EDF03	CASETA REMOTA Nº3 BRENES	LIMPIEZA	05_TRIMESTRAL	PP	CASETA	OK
CHG.E58 - EDX04 - EXT - EXT27	CHG.E58	CHG.E58 - EDX04 - EXT - EXT27	 EDX04 - EXT - EXT27	EXTINTOR DE 2 KG CO2 34B REMOTA Nº4 VILLAVERDE DEL RÍO	REVISIÓN	07_ANUAL	EE	EXTINTOR	OK
CHG.E58 - EDX04 - EXT - EXT27	CHG.E58	CHG.E58 - EDX04 - EXT - EXT27	 EDX04 - EXT - EXT27	EXTINTOR DE 2 KG CO2 34B REMOTA Nº4 VILLAVERDE DEL RÍO	RETIMBRADO	09_QUINQUENAL	EE	EXTINTOR	0
CHG.E58 - EDX04 - IPE - CTR04	CHG.E58	CHG.E58 - EDX04 - IPE - CTR04	 EDX04 - IPE - CTR04	EQUIPAMIENTO DE ALARMA A LA POBLACIÓN DE LA PRESA DE LOS MELONARES	LIMPIEZA	05_TRIMESTRAL	PP	PE	0
CHG.E58 - EDX04 - IPE - EDF04	CHG.E58	CHG.E58 - EDX04 - IPE - EDF04	 EDX04 - IPE - EDF04	CASETA REMOTA Nº4 VILLAVERDE DEL RÍO	LIMPIEZA	05_TRIMESTRAL	PP	CASETA	OK
CHG.E58 - EDX04 - IPE - EDF04	CHG.E58	CHG.E58 - EDX04 - IPE - EDF04	 EDX04 - IPE - EDF04	CASETA REMOTA Nº4 VILLAVERDE DEL RÍO	RATICIDA	05_TRIMESTRAL	PP	CASETA	OK
CHG.E58 - EDX05 - EXT - EXT28	CHG.E58	CHG.E58 - EDX05 - EXT - EXT28	 EDX05 - EXT - EXT28	EXTINTOR DE 2 KG CO2 34B REMOTA Nº5 TOCINA	REVISIÓN	07_ANUAL	EE	EXTINTOR	OK
CHG.E58 - EDX05 - EXT - EXT28	CHG.E58	CHG.E58 - EDX05 - EXT - EXT28	 EDX05 - EXT - EXT28	EXTINTOR DE 2 KG CO2 34B REMOTA Nº5 TOCINA	RETIMBRADO	09_QUINQUENAL	EE	EXTINTOR	0
CHG.E58 - EDX05 - IPE - CTR05	CHG.E58	CHG.E58 - EDX05 - IPE - CTR05	 EDX05 - IPE - CTR05	EQUIPAMIENTO DE ALARMA A LA POBLACIÓN DE LA PRESA DE LOS MELONARES	LIMPIEZA	05_TRIMESTRAL	PP	PE	0
CHG.E58 - EDX05 - IPE - EDF05	CHG.E58	CHG.E58 - EDX05 - IPE - EDF05	 EDX05 - IPE - EDF05	CASETA REMOTA Nº5 TOCINA	LIMPIEZA	05_TRIMESTRAL	PP	CASETA	OK
CHG.E58 - EDX05 - IPE - EDF05	CHG.E58	CHG.E58 - EDX05 - IPE - EDF05	 EDX05 - IPE - EDF05	CASETA REMOTA Nº5 TOCINA	RATICIDA	05_TRIMESTRAL	PP	CASETA	OK
CHG.E58 - EMB - OCV - EDF01	CHG.E58	CHG.E58 - EMB - OCV - EDF01	 EMB - OCV - EDF01	CASETA DE LA BARCA DE LA PRESA DE LOS MELONARES	LIMPIEZA	06_SEMESTRAL	PP	CASETA	OK
CHG.E58 - EMB - ØØØ - VEH01	CHG.E58	CHG.E58 - EMB - ØØØ - VEH01	 EMB - ØØØ - VEH01	BARCA DE LA PRESA DE LOS MELONARES	REVISIÓN	06_SEMESTRAL	PP	VEH	OK
CHG.E58 - EMT00 - AUS - TPM	CHG.E58	CHG.E58 - EMT00 - AUS - TPM	 EMT00 - AUS - TPM	VARIABLES TERMOPLUVIOMÉTRICAS	VISUAL	02_SEMANAL	PP	MET	OK
CHG.E58 - EMT00 - AUS - TPM	CHG.E58	CHG.E58 - EMT00 - AUS - TPM	 EMT00 - AUS - TPM	VARIABLES TERMOPLUVIOMÉTRICAS	RECARGA TANQUE EVAPORÍMETRO	02_SEMANAL	PP	MET	OK
CHG.E58 - EMT00 - AUS - TPM	CHG.E58	CHG.E58 - EMT00 - AUS - TPM	 EMT00 - AUS - TPM	VARIABLES TERMOPLUVIOMÉTRICAS	HERBICIDA	06_SEMESTRAL	PP	MET	OK
CHG.E58 - EMT00 - AUS - TPM	CHG.E58	CHG.E58 - EMT00 - AUS - TPM	 EMT00 - AUS - TPM	VARIABLES TERMOPLUVIOMÉTRICAS	LIMPIEZA APARATOS	06_SEMESTRAL	PP	MET	OK
CHG.E58 - ESD - TAB04 - CTM5450	CHG.E58	CHG.E58 - ESD - TAB04 - CTM5450	 ESD - TAB04 - CTM5450	COMPUERTA CANAL	VISUAL	01_DIARIO	PP	COMPUERTA	OK
CHG.E58 - ESD - TAB04 - CTM5450	CHG.E58	CHG.E58 - ESD - TAB04 - CTM5450	 ESD - TAB04 - CTM5450	COMPUERTA CANAL	ENGRASE	07_ANUAL	PP	COMPUERTA	OK
CHG.E58 - ESD - TAB04 - CTM5450	CHG.E58	CHG.E58 - ESD - TAB04 - CTM5450	 ESD - TAB04 - CTM5450	COMPUERTA CANAL	REVISIÓN	07_ANUAL	EE	COMPUERTA	OK
OCV	OCV	OCV		DIQUES DE MATERIALES SUELTOS DE LA PRESA DE LOS MELONARES	VISUAL	01_DIARIO	PP	DIQUES	OK
OCV	OCV	OCV		DIQUES DE MATERIALES SUELTOS DE LA PRESA DE LOS MELONARES	LIMPIEZA VEGETACIÓN	08_TRIANUAL	EE	DIQUES	OK
CHG.E58 - GCI01 - AUS - M3D6140	CHG.E58	CHG.E58 - GCI01 - AUS - M3D6140	 GCI01 - AUS - M3D6140	MEDIDOR EXTERNO DE JUNTA J12 C61,40 B10B12 ACCESO CIMIENTO	REVISIÓN	04_MENSUAL	PP	MEJ	0
CHG.E58 - GCI02 - AUS - M3D4860	CHG.E58	CHG.E58 - GCI02 - AUS - M3D4860	 GCI02 - AUS - M3D4860	MEDIDOR EXTERNO DE JUNTA J6 C48,60 B04B06 ACCESO CIMIENTO	REVISIÓN	04_MENSUAL	PP	MEJ	0
CHG.E58 - GCI03 - AUS - M3D4649	CHG.E58	CHG.E58 - GCI03 - AUS - M3D4649	 GCI03 - AUS - M3D4649	MEDIDOR EXTERNO DE JUNTA J3 C46,49 B01B03 ACCESO CIMIENTO	REVISIÓN	04_MENSUAL	PP	MEJ	0
CHG.E58 - GCI04 - AUS - M3D5959	CHG.E58	CHG.E58 - GCI04 - AUS - M3D5959	 GCI04 - AUS - M3D5959	MEDIDOR EXTERNO DE JUNTA J7 C5959 B05B07 ACCESO CIMIENTO	REVISIÓN	04_MENSUAL	PP	MEJ	0
CHG.E58 - GIL6033.01 - AUS - M3D6285	CHG.E58	CHG.E58 - GIL6033.01 - AUS - M3D6285	 GIL6033.01 - AUS - M3D6285	MEDIDOR EXTERNO DE JUNTA J10 C62,85 B08B10 (GALERÍA HORIZONTAL)	REVISIÓN	04_MENSUAL	PP	MEJ	0
CHG.E58 - GIL6033.01 - EXT - EXT13	CHG.E58	CHG.E58 - GIL6033.01 - EXT - EXT13	 GIL6033.01 - EXT - EXT13	 EXTINTOR DE 6 KG POLVO ABC ENTRADA BLOQUE 10	REVISIÓN	07_ANUAL	EE	EXTINTOR	OK
CHG.E58 - GIL6033.01 - EXT - EXT13	CHG.E58	CHG.E58 - GIL6033.01 - EXT - EXT13	 GIL6033.01 - EXT - EXT13	 EXTINTOR DE 6 KG POLVO ABC ENTRADA BLOQUE 10	RETIMBRADO	09_QUINQUENAL	EE	EXTINTOR	OK
CHG.E58 - GIL6167.02 - AUS - CCD11	CHG.E58	CHG.E58 - GIL6167.02 - AUS - CCD11	 GIL6167.02 - AUS - CCD11	CAJA DE CENTRALIZACIÓN Y LECTURA CL-11 B08_GH	RATICIDA	02_SEMANAL	PP	CUADRO	OK
CHG.E58 - GIL6167.02 - AUS - M3D6308	CHG.E58	CHG.E58 - GIL6167.02 - AUS - M3D6308	 GIL6167.02 - AUS - M3D6308	MEDIDOR EXTERNO DE JUNTA J8 C63,08 B06B08 (GALERÍA HORIZONTAL)	REVISIÓN	04_MENSUAL	PP	MEJ	0
CHG.E58 - GIL6125.03 - AUS - M3D6242	CHG.E58	CHG.E58 - GIL6125.03 - AUS - M3D6242	 GIL6125.03 - AUS - M3D6242	MEDIDOR EXTERNO DE JUNTA J6 C62,42 B04B06 (GALERÍA HORIZONTAL)	REVISIÓN	04_MENSUAL	PP	MEJ	0
CHG.E58 - GIL6059.04 - AUS - M3D6166	CHG.E58	CHG.E58 - GIL6059.04 - AUS - M3D6166	 GIL6059.04 - AUS - M3D6166	MEDIDOR EXTERNO DE JUNTA J4 C61,66 B02B04 (GALERÍA HORIZONTAL)	REVISIÓN	04_MENSUAL	PP	MEJ	0
CHG.E58 - GIL5994.05 - AUS - M3D6112	CHG.E58	CHG.E58 - GIL5994.05 - AUS - M3D6112	 GIL5994.05 - AUS - M3D6112	MEDIDOR EXTERNO DE JUNTA J2 C61,12 B00B02 (GALERÍA HORIZONTAL)	REVISIÓN	04_MENSUAL	PP	MEJ	0
CHG.E58 - GIL5832.07 - AUS - CCD06	CHG.E58	CHG.E58 - GIL5832.07 - AUS - CCD06	 GIL5832.07 - AUS - CCD06	CAJA DE CENTRALIZACIÓN Y LECTURA CL-06 B01_GH	RATICIDA	02_SEMANAL	PP	CUADRO	OK
CHG.E58 - GIL5832.07 - AUS - M3D5953	CHG.E58	CHG.E58 - GIL5832.07 - AUS - M3D5953	 GIL5832.07 - AUS - M3D5953	MEDIDOR EXTERNO DE JUNTA J1 C59,53 B00B01 (GALERÍA HORIZONTAL)	REVISIÓN	04_MENSUAL	PP	MEJ	0
CHG.E58 - GIL5809.08 - AUS - M3D5971	CHG.E58	CHG.E58 - GIL5809.08 - AUS - M3D5971	 GIL5809.08 - AUS - M3D5971	MEDIDOR EXTERNO DE JUNTA J3 C59,71 B01B03 (GALERÍA HORIZONTAL)	REVISIÓN	04_MENSUAL	PP	MEJ	0
CHG.E58 - GIL5786.09 - AUS - M3D5947	CHG.E58	CHG.E58 - GIL5786.09 - AUS - M3D5947	 GIL5786.09 - AUS - M3D5947	MEDIDOR EXTERNO DE JUNTA J5 C59,47 B03B05 (GALERÍA HORIZONTAL)	REVISIÓN	04_MENSUAL	PP	MEJ	0
CHG.E58 - GIL5786.09 - EXT - EXT14	CHG.E58	CHG.E58 - GIL5786.09 - EXT - EXT14	 GIL5786.09 - EXT - EXT14	 EXTINTOR DE 6 KG POLVO ABC ENTRADA BLOQUE 05	REVISIÓN	07_ANUAL	EE	EXTINTOR	OK
CHG.E58 - GIL5786.09 - EXT - EXT14	CHG.E58	CHG.E58 - GIL5786.09 - EXT - EXT14	 GIL5786.09 - EXT - EXT14	 EXTINTOR DE 6 KG POLVO ABC ENTRADA BLOQUE 05	RETIMBRADO	09_QUINQUENAL	EE	EXTINTOR	OK
CHG.E58 - GIT4640.04 - AUS - ETN	CHG.E58	CHG.E58 - GIT4640.04 - AUS - ETN	 GIT4640.04 - AUS - ETN	 EXTENSÓMETROS DE VARILLAS B04 AGUAS ABAJO 	0	0	0	EXT	0
CHG.E58 - GIT5012.03 - AUS - ETN	CHG.E58	CHG.E58 - GIT5012.03 - AUS - ETN	 GIT5012.03 - AUS - ETN	EXTENSÓMETROS DE VARILLAS B03 AGUAS ABAJO	0	0	0	EXT	0
CHG.E58 - GPE18 - AUS - CCD14	CHG.E58	CHG.E58 - GPE18 - AUS - CCD14	 GPE18 - AUS - CCD14	CAJA DE CENTRALIZACIÓN Y LECTURA CL-14 B18	RATICIDA	02_SEMANAL	PP	CUADRO	OK
CHG.E58 - GPE18 - AUS - M3D6960	CHG.E58	CHG.E58 - GPE18 - AUS - M3D6960	 GPE18 - AUS - M3D6960	MEDIDOR EXTERNO DE JUNTA J18-C69.60 B16B18 (GALERÍA PERIMETRAL)	REVISIÓN	04_MENSUAL	PP	MEJ	0
CHG.E58 - GPE18 - EXT - EXT12	CHG.E58	CHG.E58 - GPE18 - EXT - EXT12	 GPE18 - EXT - EXT12	 EXTINTOR DE 6 KG POLVO ABC ENTRADA BLOQUE 18	REVISIÓN	07_ANUAL	EE	EXTINTOR	OK
CHG.E58 - GPE18 - EXT - EXT12	CHG.E58	CHG.E58 - GPE18 - EXT - EXT12	 GPE18 - EXT - EXT12	 EXTINTOR DE 6 KG POLVO ABC ENTRADA BLOQUE 18	RETIMBRADO	09_QUINQUENAL	EE	EXTINTOR	OK
CHG.E58 - GPE18 - ILU - ILU	CHG.E58	CHG.E58 - GPE18 - ILU - ILU	 GPE18 - ILU - ILU	ILUMINACIÓN GALERÍA PERIMETRAL MD	VISUAL	02_SEMANAL	PP	ILU	OK
CHG.E58 - GPE18 - ØØØ - OCV	CHG.E58	CHG.E58 - GPE18 - ØØØ - OCV	 GPE18 - ØØØ - OCV	OBRA CIVIL GALERÍA PERIMETRAL MD	RATICIDA	02_SEMANAL	PP	GALERIA	OK
CHG.E58 - GPE18 - ØØØ - OCV	CHG.E58	CHG.E58 - GPE18 - ØØØ - OCV	 GPE18 - ØØØ - OCV	OBRA CIVIL GALERÍA PERIMETRAL MD	LIMPIEZA	04_MENSUAL	PP	GALERIA	OK
CHG.E58 - GPE18 - ØØØ - OCV	CHG.E58	CHG.E58 - GPE18 - ØØØ - OCV	 GPE18 - ØØØ - OCV	OBRA CIVIL GALERÍA PERIMETRAL MD	LIMPIEZA LODOS	07_ANUAL	PP	GALERIA	OK
CHG.E58 - GPE18 - ØØØ - OCV	CHG.E58	CHG.E58 - GPE18 - ØØØ - OCV	 GPE18 - ØØØ - OCV	OBRA CIVIL GALERÍA PERIMETRAL MD	LIMPIEZA AGUA PRESIÓN	07_ANUAL	PP	GALERIA	OK
CHG.E58 - GPE18 - ØØØ - OCV	CHG.E58	CHG.E58 - GPE18 - ØØØ - OCV	 GPE18 - ØØØ - OCV	DRENES	COMPROBAR COLMATACIÓN	06_SEMESTRAL	PP	DREN	OK
CHG.E58 - GPE16 - AUS - M3D6945	CHG.E58	CHG.E58 - GPE16 - AUS - M3D6945	 GPE16 - AUS - M3D6945	MEDIDOR EXTERNO DE JUNTA J16 C69,45 B14B16 (GALERÍA PERIMETRAL)	REVISIÓN	04_MENSUAL	PP	MEJ	0
CHG.E58 - GPE16 - AUS - PZM	CHG.E58	CHG.E58 - GPE16 - AUS - PZM	 GPE16 - AUS - PZM	PIEZÓMETRO B16	REVISIÓN	04_MENSUAL	PP	PZM	0
CHG.E58 - GPE14 - AUS - CCD13	CHG.E58	CHG.E58 - GPE14 - AUS - CCD13	 GPE14 - AUS - CCD13	CAJA DE CENTRALIZACIÓN Y LECTURA CL-13 B14	RATICIDA	02_SEMANAL	PP	CUADRO	OK
CHG.E58 - GPE14 - AUS - M3D6890	CHG.E58	CHG.E58 - GPE14 - AUS - M3D6890	 GPE14 - AUS - M3D6890	MEDIDOR EXTERNO DE JUNTA J14 C68,90 B12B14 (GALERÍA PERIMETRAL)	REVISIÓN	04_MENSUAL	PP	MEJ	0
CHG.E58 - GPE12 - AUS - M3D6300	CHG.E58	CHG.E58 - GPE12 - AUS - M3D6300	 GPE12 - AUS - M3D6300	MEDIDOR EXTERNO DE JUNTA J12 C63,00 B10B12 (GALERÍA PERIMETRAL)	REVISIÓN	04_MENSUAL	PP	MEJ	0
CHG.E58 - GPE12 - AUS - PZM	CHG.E58	CHG.E58 - GPE12 - AUS - PZM	 GPE12 - AUS - PZM	PIEZÓMETRO B12	REVISIÓN	04_MENSUAL	PP	PZM	0
CHG.E58 - GPE10 - AUS - CCD12	CHG.E58	CHG.E58 - GPE10 - AUS - CCD12	 GPE10 - AUS - CCD12	CAJA DE CENTRALIZACIÓN Y LECTURA CL-12 B10	RATICIDA	02_SEMANAL	PP	CUADRO	OK
CHG.E58 - GPE10 - AUS - ETN	CHG.E58	CHG.E58 - GPE10 - AUS - ETN	 GPE10 - AUS - ETN	EXTENSÓMETROS DE VARILLAS B10	REVISIÓN	04_MENSUAL	PP	EXT	0
CHG.E58 - GPE10 - AUS - M3D5738	CHG.E58	CHG.E58 - GPE10 - AUS - M3D5738	 GPE10 - AUS - M3D5738	MEDIDOR EXTERNO DE JUNTA J10 C57,38 B08B10 (GALERÍA PERIMETRAL)	REVISIÓN	04_MENSUAL	PP	MEJ	0
CHG.E58 - GPE08 - AUS - M3D5442	CHG.E58	CHG.E58 - GPE08 - AUS - M3D5442	 GPE08 - AUS - M3D5442	MEDIDOR EXTERNO DE JUNTA J8 C54,42 B06B08 (GALERÍA PERIMETRAL)	REVISIÓN	04_MENSUAL	PP	MEJ	0
CHG.E58 - GPE08 - AUS - PZM	CHG.E58	CHG.E58 - GPE08 - AUS - PZM	 GPE08 - AUS - PZM	PIEZÓMETRO B08	REVISIÓN	04_MENSUAL	PP	PZM	0
CHG.E58 - GPE06 - AUS - CCD10	CHG.E58	CHG.E58 - GPE06 - AUS - CCD10	 GPE06 - AUS - CCD10	CAJA DE CENTRALIZACIÓN Y LECTURA CL-10 B06	RATICIDA	02_SEMANAL	PP	CUADRO	OK
CHG.E58 - GPE06 - AUS - M3D5084	CHG.E58	CHG.E58 - GPE06 - AUS - M3D5084	 GPE06 - AUS - M3D5084	MEDIDOR EXTERNO DE  JUNTA J6 C50,84 B04B06 (GALERÍA PERIMETRAL)	REVISIÓN	04_MENSUAL	PP	MEJ	0
